id,comment,label,task
23137,Cũng được,1,9
23138,Sẽ ủng hộ shop dài dài,2,9
23139,Không mệt lắm nhưng đi tiểu nhiều,0,9
23140,"Máy chơi ok lắm shop, có điều màn hình hơi bẩn một mình phải lau mãi chắc do là xốp trắng",1,1
23141,Vải co dãn không như ý muốn,0,1
23142,Shop gửi size to quá không mặc được,0,7
23143,"Chất lượng được, nhưng lấy nhầm cỡ rộng quá",0,1
23144,"Đẹp, chất êm lại còn rẻ, có co giãn, ai cao trên 1m6 mặc là chuẩn luôn",2,1
23145,"Áo y hình, lên dáng đẹp khỏi bàn",2,1
23146,Tuy hơi mỏng nhưng hình đẹp,1,1
23147,"Áo đẹp vừa ý, chủ shop đẹp trai lại nhiệt tình, dễ thương!",2,5
23148,Shop phục vụ rất kém.,0,5
23149,Shop đóng gói rất cẩn thận.,2,2
23150,Chất lượng sản phẩm rất kém.,0,1
23151,Chất lượng sản phẩm tạm được.,1,1
23157,Thời gian giao hàng rất nhanh,2,3
23158,Sản phẩm đẹp,2,1
23159,"Chất lượng rất tốt, giao hàng nhanh",2,1
23160,,2,3
23161,"Hàng đẹp như hình, cực kỳ ưng ý",2,1
23152,Tôi đã xử lý yêu cầu của bạn như sau:,1,9
23153,"Chất lượng sản phẩm tuyệt vời, hàng y hình, rất đẹp, chị chủ shop dễ thương, sẽ tiếp tục ung hộ shop.",1,9
23154,Chất lượng sản phẩm tạm được xấu quá.,1,9
23155,Mình tất ưng ý.,1,9
23156,Được mỗi hai cái áo cài quai trước là đúng size còn được.,1,9
23162,Giá cả chấp nhận được,2,4
23163,Chất lượng sản phẩm tuyệt vời,2,1
23164,"Sản phẩm hơi nhẹ, đấm nhẹ cái là nó nằm xuống đất, nó bị nghiêng một bên",0,1
23165,Quá xinh quá đẹp quá rẻ,2,4
23166,"Tuy nhiên khóa móc bị mất một cái, các dây đeo đều lỏng, giặt là tuột ra khỏi áo, nên khắc phục",0,1
23167,Đóng gói sản phẩm chắc chắn,2,2
23168,"Áo rất đẹp nha mọi người, mà còn chỉ: vân vân",2,1
23169,"Vải mềm mịn, co dãn tốt, dễ chịu, tay hơi ngắn xíu nhưng so với giá rất tốt",2,4
23170,"Form nhỏ nhưng mà cúp cao, được cái siêu mềm, mát",1,1
23171,"Thay gom không giống như tôi nghĩ, màu bóng và bẩn áo bụi",0,1
23172,"Nên bị dư ra nhiều, khó cho việc cầm nắm",0,1
23173,"Cách đây gần một tuần, mình mặc đúng một lần",1,9
23174,"Áo quần của shop đẹp, mình rất ưng",2,1
23175,Chỉ mặc size S thì vừa,1,1
23176,"Áo đầy mùi thuốc tẩy, tag bị giặt mờ không đọc nổi chữ",0,1
23177,Quần mặc êm,2,1
23178,Rất đáng tiền,2,9
23179,Chất lượng sản phẩm tuyệt vời,2,1
23180,Đóng gói sản phẩm rất đẹp và chắc chắn,2,2
23181,Thời gian giao hàng rất nhanh,2,3
23182,Shop giao thiếu áo này của mình,0,3
23183,Đẹp lắm ạ. Đóng gói sản phẩm rất đẹp và chắc chắn,2,2
23184,Khinh thường khách hàng ghê,0,5
23185,Đóng gói sản phẩm rất đẹp và chắc chắn,2,2
23186,Quần rất ok,2,1
23187,Nhưng chất áo không được dày dặn như cái 65k mà mình hay mua,0,1
23188,Đường chỉ may rất cẩu thả,0,1
23189,Đẹp,2,1
23190,"Chất lượng sản phẩm tuyệt vời, được tặng đôi vớ tí hon cho em bé",2,1
23191,"Chất lượng sản phẩm tuyệt vời, đc tặng đôi vớ tí hon cho em bé.",1,9
23192,Dưới đây là kết quả xử lý các câu bạn cung cấp theo yêu cầu:,1,9
23193,Nsx mới (t9.2018).,1,9
23194,Chất lượng sản phẩm tuyệt vời.thanks shop khi tư vấn thêm thank nối giảm bớt chi phí khi hạ sz.,1,9
23195,"Thực sự áo rất là đẹp, chất rất ổn.",1,9
23196,"Tuy nhiên,cổ của tất cao hơn so với hình chụp nên khi đi cùng giầy bị xấu.",1,9
23202,Áo có vết,0,1
23203,Nhận hàng xong còn hỏi thăm nữa,2,5
23204,"Áo đúng màu, form vừa người, chất khá mềm, nói chung là ổn so với giá phải trả",2,1
23205,Giao hàng nhanh nhưng đáy không mới như mấy shop khác,0,3
23206,Lần sau đóng hàng kiểm tra kỹ trước khi gửi,0,2
23197,Áo bên ngoài thì như hình.,2,1
23198,Giao hàng không đúng màu như đã đặt mua.,0,3
23199,Có 1/3 áo giao cho mình bị 2 vết ố nhỏ không giặt ra.,0,1
23200,Chất lượng ổn.,1,1
23201,"Sản phẩm rất tốt, hơn mong đợi.",2,1
23207,Rất đáng tiền,2,4
23208,Đưa mã hàng bắt đọc tên và số điện thoại xong nói bù thêm 109 nghìn đồng,0,5
23209,Shop làm ăn rất uy tín,2,9
23210,Đẹp lắm luôn. Sẽ ủng hộ shop tiếp,2,9
23211,Chất vải đẹp lắm ạ. Vừa rẻ vừa đẹp. Em ủng hộ shop dài ạ,2,1
23212,Shop phục vụ rất tốt nhưng mà in chữ không trắng lắm,2,1
23213,Quần đẹp,2,1
23214,Sản phẩm đẹp,2,1
23215,Nhưng mình không mặc vừa được vì to quá,0,9
23216,Áo không mỏng không dày dặn tạm được so với giá,1,4
23217,Cảm ơn!,2,9
23218,"Dép bông mềm và êm cực kỳ, đế nhựa nên đỡ dẹp với đỡ lún hơn dép bông thường",2,1
23219,Quần quá đẹp so với giá tiền,2,1
23220,"Áo dễ thương, đáng yêu",2,1
23221,Đóng gói sản phẩm rất đẹp và chắc chắn,2,2
23222,Vải dày dặn,2,1
23223,Sáng sớm đặt chiều nhận được ngay,2,3
23224,Giá vậy là tốt rồi,2,4
23225,"Nhân viên giao hàng dễ thương, nhanh nhẹn",2,3
23226,Hàng đẹp và quá tuyệt so với giá tiền,2,1
23227,Shop phục vụ rất tốt,2,5
23228,Thời gian giao hàng rất nhanh,2,3
23229,Đóng gói sản phẩm rất đẹp và chắc chắn,2,2
23230,Chất lượng sản phẩm tuyệt vời,2,1
23231,"Đặt áo xong, mấy đứa bạn cùng phòng rộn ràng đặt mua theo",2,6
23232,"Shop phục vụ khá tốt, đã nhận đúng hàng",2,5
23233,Chất lượng rất tốt,2,1
23234,Chất lượng thì ổn nhưng mình không hài lòng về size,0,1
23235,Điều tối kị nhất là rách,0,1
23236,"Hơi nhỏ, người dưới 58kg mặc đẹp",1,1
23237,Hi vọng shop rep tin nhắn sẽ đánh giá lại,0,5
23238,"Chất lượng sản phẩm tuyệt vời, chủ shop tư vấn size chính xác quá, em mặc vừa ý",2,1
23239,Lắp phát sẵn dùng,1,9
23240,Rất đáng tiền,2,4
23241,Sản phẩm bị xổ chỉ,0,1
23102,chất lượng cũng tạm ổn,1,1
23103,Cũng tạm được,1,1
23104,"Chất lượng sản phẩm tuyệt vời, rẻ và đẹp",2,1
23105,"Màn hình ok lắm, như mới mua vậy",2,1
23106,"Giá 1 triệu 6 là quá rẻ, anh em nên ủng hộ shop",2,4
23242,"Giao hàng nhanh, đóng gói sản phẩm đẹp",2,3
23243,"Đặt hàng 2 miếng, giao chỉ 1 miếng",0,6
23244,Cảm thấy rất bực bội khi giặt áo rồi nhìn thấy phần áo màu trắng bị lem màu đỏ !,0,9
23245,Shop nhiệt tình,2,5
23246,Giao hàng rất lâu,0,3
23247,Hàng không được như trong ảnh.,0,1
23248,"Không phải vải đũi, chất lượng không đẹp như hình.",0,1
23249,Áo đẹp y như hình!,2,1
23250,"Mặc thì không nâng ngực mà còn xẹp đi và bè ra. Chất lượng kém. Nói chung không như giới thiệu, thất vọng.",0,1
23251,"Dép có size mang cũng rất vừa chân, không bị tình trạng khổng lồ như đôi cũ của mình.",2,1
23252,Nhiều chỉ thừa,0,1
23253,Giao hàng rất nhanh,2,3
23254,Mấy màu rực rỡ quá,2,1
23255,"Mình mua 4 túi thơm treo tủ quần áo, tuy nhiên có 2 túi không có móc treo",0,1
23256,Hàng được nha,2,1
23257,Dưới đây là kết quả xử lý:,1,9
23258,"Vải không thích lắm, Đóng gói sản phẩm rất đẹp và chắc chắn.",1,9
23259,Vải hơi mỏng.,1,9
23260,"Mình đẹp, nhưng giao hàng size rất nhỏ.",1,9
23261,❤️❤️❤️❤️Shop lun chu dao nhiệt tinh iu Shop.,1,9
23262,Dùng ổn,1,1
23263,"Áo quá xinh, vải rất ổn so với giá tiền",2,1
23264,"Mùa thu, shop bán thêm áo phông giống như này mà dài tay thì tuyệt",2,9
23265,Mình không chê sản phẩm nhưng nhận hàng không hài lòng,0,3
23266,Chất lượng sản phẩm tốt,2,1
23267,"Chất lượng sản phẩm tuyệt vời, bảo hành điện tử nên được thêm một năm bảo hành",2,1
23268,Thơm lắm,2,1
23269,Nói chung là ổn nhưng chỉ rụng hơi nhiều,1,1
23270,Áo đẹp nhưng hơi mỏng,1,1
23271,Tôi có dùng hàng Mỹ rồi,1,9
23272,Chất lượng sản phẩm tuyệt vời,2,1
23273,Đóng gói sản phẩm rất đẹp và chắc chắn,2,2
23274,Shop phục vụ rất tốt,2,5
23275,Rất đáng tiền,2,4
23276,Thời gian giao hàng rất nhanh,2,3
23282,Cho năm sao,2,9
23283,Đóng gói sản phẩm rất đẹp và chắc chắn,2,2
23284,Rất đáng tiền,2,4
23285,Shop hẹn lần hẹn lượt rồi không qua lấy,0,3
23286,Đặt một màu ghi một màu xanh nhưng lại giao hai màu xanh,0,6
23287,Chất lượng sản phẩm tuyệt vời,2,1
23288,Đóng gói sản phẩm rất đẹp và chắc chắn,2,2
23289,Giao hàng nhanh,2,3
23290,Kiểu áo giống hình,2,9
23291,Dây đeo mỏng manh không được ổn lắm,0,1
23277,"Áo đẹp, vải mịn, rất tốt, shop 5 sao nhé, chỉ có điều shop trả lời hơi chậm thôi, shop cải thiện thêm nha",2,1
23278,"Áo đẹp, shop trả lời hơi chậm thôi, shop cải thiện thêm nha",0,5
23279,"Thiếu 1 khuy, tuy nhiên vẫn cho 5 sao vì áo đẹp y hình",1,1
23280,Ưng ý lắm shop,2,1
23281,"Chất lượng sản phẩm tuyệt vời, rất đáng tiền",2,1
23292,"Trên cả tuyệt vời, yêu nhất sữa tắm hãng này, còn giảm giá nữa, rất thích",2,8
23293,Có một túi giữ nhiệt nhưng shop không cho vào bọc,0,9
23294,"Sản phẩm xấu, nhỏ, không vừa, chất lượng sản phẩm rất kém, shop phục vụ rất kém, rất không đáng tiền",0,1
23295,Hàng mềm mịn và đẹp,2,1
23296,"Chất lượng sản phẩm tuyệt vời, đã mua không biết bao nhiêu lần rồi",2,1
23297,Cực kỳ ưng ý!,2,1
23298,Chất lượng sản phẩm tuyệt vời,2,1
23299,Sau này sẽ tiếp tục ủng hộ chị.,2,9
23300,"Vải ổn nhưng lót ngực hơi mỏng, đường may ổn.",1,1
23301,"Chất lượng sản phẩm tuyệt vời, áo giống trong hình.",2,1
23302,Thời gian giao hàng rất nhanh,2,3
23303,Giày hơi rộng so với chân nhưng mang tất vào vẫn ổn,1,1
23304,Nói chung là được,1,9
23305,Mặc như áo thun bình thường chứ không giấu quần được mặc dù mình cao có 1m5,1,1
23306,"Vớ đẹp đây rồi, nhìn là yêu luôn",2,1
23307,Chất lượng sản phẩm tuyệt vời,2,1
23308,Sản phẩm tốt lắm,2,1
23309,Quá đẹp,2,1
23310,"Xinh cực, lớp vải bên trong ấm và mượt lắm luôn",2,1
23311,Thời gian giao hàng rất nhanh,2,3
23312,Shop giao thiếu hàng,0,3
23313,"Shop giao hàng nhanh, còn được tặng thêm 2 đôi vớ xinh xinh",2,3
23314,Đồ vải đẹp,2,1
23315,Nếu cơ thể đẹp như mẫu thì mặc lên như mẫu,2,9
23316,Quần tất bầu nhỏ mặc được,1,1
23317,Thời gian giao hàng rất nhanh,2,3
23318,Rất đáng tiền,2,4
23319,Shop phục vụ rất tốt,2,5
23320,Chất vải mỏng,0,1
23321,So với giá tiền thì cũng không đòi hỏi gì thêm,1,4
23322,Rất đáng tiền,2,4
23323,Chất lượng sản phẩm tuyệt vời,2,1
23324,Đóng gói sản phẩm rất đẹp và chắc chắn,2,2
23325,Cảm ơn shop nhé,2,9
23326,Giao hàng rất nhanh,2,3
23327,"Áo chất vải dày dặn, màu đỏ đô rất đẹp",2,1
23328,Mua một lần không có lần thứ hai,0,1
23329,Sản phẩm đẹp shop tư vấn nhiệt tình,2,5
23330,Đóng gói sản phẩm rất đẹp và chắc chắn,2,2
23331,Lên tone nhẹ,2,9
23332,"Hàng chính hãng, đóng gói sản phẩm rất đẹp và chắc chắn",2,2
23333,Giao hàng nhanh chóng,2,3
23334,"Chất lượng rất tốt, hàng giống hình thật",2,1
23335,Màu đỏ bên ngoài không giống hình,0,1
23336,"Chất liệu dày dặn, mềm, dáng đẹp như hình, nói chung ưng ý",2,1
23342,Chất vải khá mỏng,0,1
23343,Hơn hẳn những sim ghép mình từng sử dụng,2,1
23344,Thời gian giao hàng rất nhanh,2,3
23345,"Gói hàng không đẹp, hộp bị móp và rách",0,2
23346,Đã nhắn tin cho shop nhờ ghi sản phẩm khác nhưng vẫn ghi đúng món đồ đó,0,5
23352,Có tay áo hơi chật tí và ngắn,0,1
23353,"Váy đẹp, lên dáng chuẩn chỉ mỗi cái phần eo hơi chật",1,1
23354,"Shop giao không đúng sản phẩm, mình báo đổi trực tiếp và phụ phí ship cho nhanh",0,7
23355,Đẹp quá shop ơi,2,9
23356,"Sáng nay nhận 2 đơn, 1 đơn mỹ phẩm mua 5 gửi 3",0,6
23347,Mà rộng quá không mặc vừa,0,1
23348,"Shop giao hàng hai áo giống nhau mà một áo thì vừa, một áo thì rất nhỏ, size áo khác nhau không hiểu vì sao, inbox thì shop không thèm trả lời",0,5
23349,Đóng gói sản phẩm rất đẹp và chắc chắn,2,2
23350,Chất lượng sản phẩm tuyệt vời,2,1
23351,Giống hình nhưng vải mỏng,1,1
23362,Dưới đây là kết quả đã xử lý theo yêu cầu của bạn:,1,9
23363,"Giao hàng k đúng với đơn hàng ,nhầm size mà còn làm khó.",1,9
23364,"mua về ai cũng khen đẹp, sẽ ủng hộ shop nữa.",1,9
23365,"Chất lượng sản phẩm tuyệt vời Nhưng giao hàng quá lâu, cả tuần.",1,9
23366,Sản phẩm rất ổn.,1,9
23357,Nói túm lại không chê vào đâu được ạ,2,9
23358,Chất lượng sản,1,9
23359,Gửi sai mẫu.,1,9
23360,"Chất lượng sản phẩm tuyệt vời , ao đẹp , đúng như hình , nhưng phí vận chuyển cao gần bằng cái áo .... . mua 2 mau gio mua them 2 cai nua.",1,9
23361,Dùng thử thấy cũng ổn.,1,9
23367,"Chất lượng sản phẩm tuyệt vời, shop phục vụ rất tốt",2,1
23368,"Chất liệu da tốt và đường may chắc chắn, không vì rẻ hơn các shop khác mà làm điêu, rối",2,1
23369,Giày thì to để vào cái hộp nhỏ mà không ngại nhồi nhét bóp móp đôi giày đến nỗi miếng xốp giữ dáng giày ở trong còn vỡ,0,2
23370,Hàng đẹp như hình,2,1
23371,Nhưng không chật lắm,1,1
23372,"Quần đẹp, đáng tiền mua",2,1
23373,"Áo 100% giống hình, đẹp tuyệt vời, chất lượng sản phẩm tuyệt vời",2,1
23374,Đóng gói sản phẩm rất đẹp và chắc chắn,2,2
23375,"Shop phục vụ rất tốt, rất đáng tiền",2,5
23376,Gối nằm rất tốt,2,1
23377,Mỗi tội shop chuẩn bị hàng lâu quá thôi,0,3
23378,Như áo đàn ông,1,9
23379,"Chất vải đẹp, hoàn toàn ưng ý",2,1
23380,Chất lượng sản phẩm tuyệt vời,2,1
23381,Anh chủ tiệm hướng dẫn tận tình,2,5
23382,Nhưng tiền nào của đấy,1,9
23383,Thời gian giao hàng rất chậm,0,3
23384,Hẹn 7-10 ngày nhưng đặt tận 14-15 ngày mới có,0,3
23385,"Màu đẹp, da mềm, chất lượng sản phẩm tuyệt vời",2,1
23386,Thời gian giao hàng rất nhanh,2,3
23387,Đặt hàng màu vàng nhưng lại giao màu trắng,0,6
23388,Tạm được. Thời gian giao hàng rất nhanh,1,3
23389,Giao hàng chưa đúng chủng loại,0,3
23390,"Áo đẹp như hình, mua lần 6 món, món nào cũng ổn",2,1
23391,Chất lượng sản phẩm tuyệt vời,2,1
23392,"Sản phẩm không được như ý lắm, có chỗ bị rách",0,1
23393,Bực ơi là bực luôn!,0,9
23394,Tư vấn nhiệt tình,2,5
23395,Shop phục vụ rất tốt,2,5
23396,Chất lượng sản phẩm tuyệt vời,2,1
23397,Quáo đẹp nhưng hơi chậm,1,9
23398,Áo đẹp nhé,2,1
23399,Tuyệt,2,1
23400,"Bán hàng thì không tư vấn hỏi khách mặc size gì, ship bừa ship đại",0,5
23401,Có thể mặc để vắt sữa,1,9
23402,Chất lượng sản phẩm tuyệt vời. Đóng gói sản phẩm rất đẹp và chắc chắn. Màu sắc tươi sáng.,2,1
23403,Tốt.,2,1
23404,Giao hàng nhanh.,2,3
23405,Chất lượng sản phẩm tuyệt vời nhưng có điều hơi mỏng.,1,1
23406,"Rất tuyệt, em đã nhận hàng, cảm ơn shop nhé ❤️.",2,9
23407,Thời gian giao hàng nhanh,2,3
23408,Thời gian giao hàng rất nhanh,2,3
23409,Thất vọng!,0,9
23410,"Áo đẹp, mặc gợi cảm",2,1
23411,Cảm ơn shop nhiều,2,5
23412,Shop tư vấn nhiệt tình,2,5
23413,Chất lượng sản phẩm tạm được,1,1
23414,"Form đẹp, mát",2,1
23415,Bạn chủ tư vấn khá nhiệt tình,2,5
23416,Điểm cộng cho bạn ở khoản này,2,9
23422,Đóng gói sản phẩm rất đẹp và chắc chắn,2,2
23423,Lừa đảo,0,9
23424,Shop phục vụ rất tốt,2,5
23425,Chất lượng sản phẩm tuyệt vời,2,1
23426,Áo size quá to,0,1
23417,"Váy đẹp, chất đẹp, form đẹp và ngày hôm ấy mình ăn mặc cũng đẹp.",2,1
23418,Mua 2 đôi nên chia ra tầm giá đó chấp nhận được.,1,4
23419,Đẹp!,2,1
23420,Chất lượng sản phẩm tuyệt vời.,2,1
23421,Chưa sử dụng.,1,9
23427,"Âu đẹp hơn những gì mình nghĩ, chị chủ nhiệt tình nữa. Ủng hộ shop dài dài.",2,9
23428,Đóng gói sản phẩm rất đẹp và chắc chắn.,2,2
23429,Chất lượng sản phẩm tuyệt.,2,1
23430,Rất đáng tiền.,2,4
23431,Ủng hộ các shop mới xây dựng thương hiệu.,2,9
23432,K lộ béo,1,9
23433,"Túi hơi mỏng, không chắc chắn lắm",0,2
23434,Đóng gói chắc chắn,2,2
23435,"Hàng bao đẹp, ưng ý nhất từ trước đến giờ, mua online shop nhiệt tình",2,1
23436,Mua lần đầu nhưng tới tận 5 món,1,6
23442,Mình sẽ chỉ mua quần jean ở đây thôi hehehe vẫn là câu nói thần thánh,2,9
23443,Sản phẩm tốt,2,1
23444,Vải khá ổn,1,1
23445,Bị móp hết hộp rồi :,1,9
23446,Chưa đi mà nhìn thôi đã bong hết đế rồi,0,1
23437,Đóng gói sản phẩm rất đẹp và chắc chắn,2,2
23438,"Áo sơ mi sờ vải đã thấy thích lắm rồi ạ, shop tư vấn vừa size, mặc gọn người. Sẽ ủng hộ shop dài lâu ạ",2,5
23439,"Balo vừa vặn, xinh xắn như mô tả",2,1
23440,"Rất bực bội khi nhận được sản phẩm, nói là size XXL cho bà bầu 67~76kg, nhận cái váy về bé xíu bé xíu. Khả năng trả hàng",0,7
23441,Sản phẩm không giống như mô tả gì hết,0,1
23447,Chất lượng vải ổn,1,1
23448,"Áo sờ vào mềm mịn, nhìn giống hình, giao hàng nhanh",2,3
23449,Chất lượng sản phẩm tuyệt vời,2,1
23450,Rất đáng tiền,2,4
23451,Thời gian giao hàng rất nhanh,2,3
23452,"Dưới đây là kết quả phân loại của các câu bạn cung cấp, theo định dạng yêu cầu:",1,9
23453,Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Shop phục vụ rất tốt Shop phục vụ rất tốt Shop phục vụ rất tốt Shop phục vụ rất tốt Shop phục vụ rất tốt Shop phục vụ rất tốt Shop phục vụ rất tốt Shop phục vụ rất tốt Shop phục vụ rất tốt Rất đáng tiền.,1,9
23454,"Áo đẹp, bạn mình thấy đẹp nhờ mua hộ, rất ưng.",1,9
23455,Vải k giống hình lắm.,1,9
23456,Áo vừa đẹp lắm.,1,9
23457,Mỗi tội hơi rộng,0,1
23458,Vải tốt,2,1
23459,Áo xinh ạ,2,1
23460,"Hàng đẹp, giao hàng cũng nhanh",2,1
23461,Tay áo dài,1,1
23462,"Áo đẹp, nơ tay dễ thương, mặc lên form rất xinh",2,1
23463,Chưa bao giờ mua được cái áo chất lượng mà với cái giá như này nên lần đầu tiên trong suốt mấy năm mua hàng Shopee phải chụp ảnh feedback như này,2,4
23464,Đóng gói sản phẩm rất đẹp và chắc chắn,2,2
23465,Sản phẩm phù hợp giá tiền,2,4
23466,"Đẹp, vừa ý, giao hàng nhanh",2,3
23467,Mình mặc size S còn rộng vậy mà gửi cho mình tăng 3 size,0,7
23468,"Áo dày dặn, form đẹp nha",2,1
23469,Chất lượng sản phẩm tuyệt vời,2,1
23470,"Bình rất chắc chắn, đẹp, sử dụng tốt, đánh giá cao cho shop",2,1
23471,"Mình cao 170 cm, nặng 60 kg hơi nhỏ không mặc vừa... chắc quần này dành cho người dưới 55 hoặc 58 kg thôi",0,9
23472,Giá rẻ so với chất lượng,2,4
23473,"Thời gian giao hàng rất nhanh, đặt ngày 10/10 mà 11/10 đã nhận được hàng, quần dày dặn nói chung là ok",2,1
23474,Không giao đúng màu làm em không giao được hàng cho khách,0,3
23475,Sản phẩm ok,2,1
23476,Lần sau mình sẽ ủng hộ shop nữa,2,9
23477,Giày dáng đẹp nhưng chất liệu dễ bong tróc,0,1
23478,"Đóng gói sản phẩm rất đẹp và chắc chắn, phù hợp với giá tiền",2,2
23479,"Áo đẹp, phù hợp với giá tiền",2,4
23480,Chất lượng sản phẩm tuyệt vời,2,1
23481,Đóng gói sản phẩm rất đẹp và chắc chắn,2,2
23337,Đây là kết quả tôi xử lý theo yêu cầu của bạn:,1,9
23338,Đối vs giá nhue zay sản phẩm zay là ok roi.,1,9
23339,Vải mỏng mặc nóng.,1,9
23340,"Chất lượng sản phẩm tuyệt vời, giao hàng siu nhanh, shop siu siu nhiệt tình.",1,9
23341,Đúng là tiền nào của đấy.,1,9
23487,"Nói chung là mình ưng hàng Forteen lắm, sẽ còn ủng hộ dài dài",2,1
23488,"Chất lượng sản phẩm tạm được, nhắn đổi không trả lời",0,5
23489,Kiểu áo thực tế nó là như thế này nha!,1,1
23490,Không biết có bền hay không,1,1
23491,Hàng giống như hình,2,1
23482,"Chất lượng sản phẩm tuyệt vời, rất ưng ý, mặc mát thoải mái, kiểu dáng đẹp",2,1
23483,Nhanh và uy tín lắm nha,2,3
23484,"Không có miếng dán, sản phẩm cũ",0,1
23485,Không thể phân loại chủ đề:))),1,9
23486,"Chất lượng sản phẩm tuyệt vời, giày đẹp nhé",2,1
23492,"Mặc rất thích, quần rất dễ thương",2,1
23493,Hàng rất tệ,0,1
23494,"Mới đặt hàng hôm qua, hôm nay đã giao tới",2,3
23495,Đóng gói sản phẩm rất đẹp và chắc chắn,2,2
23496,Thời gian giao hàng rất nhanh,2,3
23497,Chị chủ tư vấn nhiệt tình sẽ còn ủng hộ chị thêm ạ,2,5
23498,Chỉ không biết có giảm eo thật không nhưng nói chung là tốt,2,1
23499,Cảm ơn,2,9
23500,Chất lượng sản phẩm tạm được,1,1
23501,Thời gian giao hàng rất nhanh,2,3
23502,Cảm ơn shop nhiều nhé!,2,9
23503,Mình ở tận Đồng Nai mà 4 ngày đã tới nơi.,2,3
23504,Chất lượng sản phẩm tuyệt vời,2,1
23505,"Thái độ phục vụ rất tồi, các bạn tránh xa shop này ra nhé.",0,5
23506,Tặng shop 5 sao,2,9
23507,Phom ngắn lại rộng ống tay không ôm mà loe,0,1
23508,"Đẹp lắm nha, các bạn mua thử nha",2,9
23509,Trước đây mình mua set như này 180k còn không đẹp bằng của bạn,2,1
23510,Màu trắng chất vải hơi mỏng,1,1
23511,.,1,9
23512,"đầm dễ thương, giống hình, vải mềm dày dặn, chủ shop tư vấn nhiệt tình!!!",2,1
23513,Cảm ơn shop.,2,9
23514,Nhưng chất rất đẹp và rất hài lòng vì chất dày dặn.,2,1
23515,Sổ đựng 240 card mà có 1 quyển em đếm lại thấy sổ bị thiếu mất 2 trang đựng.,0,1
23516,Cảm ơn shop rất nhiều.,2,9
23522,Tốt,2,9
23523,Shop phục vụ khá tốt,2,5
23524,Món ăn ngon,2,9
23525,Nước hơi bị đậm,0,9
23526,"Phần riêu cua nhiều, thơm",2,9
23527,Chất liệu da rất ổn,2,1
23528,Áo rất đẹp và hợp túi tiền,2,4
23529,"Chất lượng thì khỏi phải bàn, quá ổn",2,1
23530,Chất lượng sản phẩm tuyệt vời,2,1
23531,Áo vải mỏng,1,1
23517,Thời gian giao hàng rất nhanh,2,3
23518,Rất đáng tiền,2,4
23519,Đóng gói sản phẩm rất đẹp và chắc chắn,2,2
23520,Chất lượng sản phẩm tuyệt vời,2,1
23521,Shop phục vụ rất tốt,2,5
23532,Chất lượng sản phẩm tuyệt vời,2,1
23533,Thực ra ban đầu mình không kỳ vọng gì vì đôi giày khá rẻ,1,4
23534,Đóng gói sản phẩm rất đẹp và chắc chắn,2,2
23535,Mẹ mình rất thích,2,9
23536,Áo mặc thoải mái,2,1
23537,Hình ảnh của shop và hàng mình nhận khác hẳn nhau,0,1
23538,Giày đẹp nhưng rộng quá,0,1
23539,Chất lượng sản phẩm tuyệt vời,2,1
23540,Chất lượng quần rất tốt,2,1
23541,Rất hài lòng,2,1
23542,"Cây, ngon",2,9
23543,Giao hàng nhanh,2,3
23544,Đóng gói khá tốt,2,2
23545,Nếu có thể đóng hộp hoặc gói trong một bao nilong chung trước khi bỏ vào bao nilong bên ngoài nữa thì quá tốt,1,9
23546,"Lúc mới mở ra nhìn quả to bè không ưng mắt cơ mà mặc lên đẹp và rất ôm, rất thoải mái nữa",2,1
23547,Mọi người chọn màu khác nha,1,9
23548,Thời gian giao hàng nhanh,2,3
23549,"Dày và mịn cực, ai đang phân vân thì đặt ngay đi ạ",2,6
23550,Sản phẩm tương đối tốt so với giá tiền,2,4
23551,Đóng gói sản phẩm rất đẹp và chắc chắn,2,2
23562,Shop gói hàng cẩn thận,2,2
23563,Áo cổ tim hình form rộng ống tay lửng,1,9
23564,Giày của em bị bẩn ở một số chỗ và có thể không tẩy sạch hoàn toàn được,0,1
23565,Sẽ ủng hộ shop tiếp,2,9
23566,Giá quá đắt,0,4
23557,Dưới đây là kết quả xử lý theo yêu cầu của bạn:,1,9
23558,"Tạm được, thay dây rút bằng khóa thì thích hơn.",1,9
23559,Sản phẩm đẹp giao hàng nhanh.,1,9
23560,"Mua cùng size nhưng cái dài và rộng cái thì ngắn, vải mỏng , nói chug chất vải với giá này thì tạm chấp nhận dc.",1,9
23561,Tiền nào của nấy.,1,9
23567,Không phải đẹp mà trên sức tưởng tượng luôn!!!!,2,9
23568,"Bàn rất đẹp, cháu mình cũng rất thích nên đặt mua lần hai.",2,1
23569,"Sản phẩm đẹp, rẻ hợp túi tiền...",2,4
23570,Giao hàng nhanh.,2,3
23571,Sẽ ủng hộ shop ạ.,2,5
23572,Chất lượng sản phẩm tuyệt vời bản quốc tế mới 100% không một vết xước chính hãng DGW vừa check mã code lần đầu tiên,2,1
23573,Đóng gói sản phẩm rất đẹp và chắc chắn,2,2
23574,Shop phục vụ rất tốt,2,5
23575,Rất đáng tiền,2,4
23576,Thời gian giao hàng rất nhanh,2,3
23577,Chất vải rất đẹp,2,1
23578,Mình muốn đổi sang 1m6 được không shop,1,7
23579,Vừa đẹp lại còn rẻ,2,4
